username;country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;salary;mortgage;others
jhaskeyg;Sweden;28/10/1986;Public;Doctorate;Divorced; Male;18;5115;2118;false;Samsung, Others
nbrackpoolh;Italy;25/02/1985;Private;Masters;Married; Male;24,5;2536;2787;false;Samsung, Others
bchaudroni;Italy;06/11/1979;Unknown;Bachelors;Married; Male;40;2240;3238;false;Samsung, Others
akirvinj;Spain;13/02/1972;Unknown;Bachelors;Divorced; Male;23;2098;1766;true;Iphone, BMW
wpuffettk;Italy;11/01/1970;Unknown;Masters;Married; Male;36,5;2816;3294;false;iPhone, BMW
jfreeburyl;Spain;21/05/1987;Private;Masters;Married; Male;21;2593;2227;true;iPhone, Others
egrimseym;Poland;02/12/1995;Self Employed;Bachelors;Married; Male;34,5;1025;992;true;Others, Volkswagen
gpatronin;Spain;25/08/1993;Self Employed;High School;Married; Male;33;1169;1003;false;Samsung, Non
jchaunceo;Poland;02/09/1985;Private;Bachelors;Married; Male;17;2285;2282;false;Samsung, Others
ngherardescip;Spain;31/03/1960;Public;High School;Separated; Male;40;2330;2073;true;Samsung, Audi
speetersq;Netherlands;17/09/1961;Unknown;Doctorate;Married; Female;32,5;2431;2915;false;Iphone, Non
pcossellr;Malta;28/08/1997;Unknown;Doctorate;Married; Male;8;1063;1682;false;iPhone, Ford
kfipps;Germany;18/02/1976;Self Employed;Bachelors;Married; Female;20,5;2599;2880;true;Samsung, Honda
estrangert;Germany;04/08/1993;Private;Bachelors;Divorced; Male;35;1129;1134;false;Others, BMW
cspinou;Lithuania;06/10/1988;Public;Bachelors;Separated; Male;24;2740;1811;false;iPhone, Audi
lfearnv;Estonia;15/04/1967;Private;High School;Married; Male;24,5;2968;2948;false;iPhone, Audi
kfontenotw;Italy;19/03/1993;Self Employed;Bachelors;Married; Male;24;1423;1376;true;iPhone, Others
eseddonx;Bulgaria;26/06/1984;Unknown;High School;Never Married; Male;23,5;2635;2374;false;Others, Volkswagen
mfaldoy;Estonia;27/10/1999;Unknown;Doctorate;Married; Male;18,5;1917;1253;false;Samsung, Seat
vbaldenz;France;16/08/1974;Private;Masters;Never Married; Female;24;2505;3175;false;iPhone, Others
dvedenyakin10;Germany;18/04/1964;Public;Bachelors;Divorced; Female;19,5;3029;2412;false;Samsung, Non
rmourton11;Poland;10/09/1985;Public;Bachelors;Married; Male;36;2824;2847;false;Samsung, Others
candrin12;Germany;26/05/1986;Unknown;High School;Married; Female;23;2577;1955;false;iPhone, Honda
biacabucci13;Austria;03/09/1972;Self Employed;Bachelors;Separated; Male;23,5;2329;2196;true;Others, Ford
pkalinke14;Germany;24/07/1971;Public;Bachelors;Never Married; Female;40;2162;3487;false;Samsung, Seat
hpanton15;France;30/10/1992;Public;Bachelors;Never Married; Male;33,5;901;1518;false;Others, Others
tlester16;Bulgaria;10/07/1971;Public;Bachelors;Separated; Female;39;2846;1536;false;iPhone, Ford
gbuglar17;Romania;19/01/1966;Unknown;Doctorate;Married; Female;39;2045;2394;true;Samsung, Others
crattry18;Spain;29/10/1993;Unknown;Bachelors;Married; Male;17;1672;1629;true;iPhone, Others
jarchell19;Portugal;12/06/1970;Public;High School;Married; Female;23;2667;1486;true;iPhone, Audi
egrigs1a;Italy;21/08/1968;Private;Doctorate;Separated; Male;20;2992;2437;true;Others, Non
tspeedy1b;Poland;22/03/1976;Public;Bachelors;Never Married; Female;5,5;2009;2797;false;Samsung, Others
rrickson1c;France;25/09/1970;Self Employed;High School;Married; Male;39;2951;2236;false;Samsung, Non
gdosdell1d;Austria;15/05/1973;Private;Bachelors;Married; Male;17;2810;3294;true;iPhone, Others
emccullogh1e;Spain;10/08/1963;Unknown;High School;Married; Female;37,5;2349;1887;true;Iphone, Others
abruggen1f;Romania;11/02/1995;Self Employed;High School;Married; Male;23;1167;1072;true;iPhone, Audi
sgresty1g;France;22/08/1981;Public;Bachelors;Married; Male;23;2667;2927;true;iPhone, Non
emalinson1h;Netherlands;14/05/1988;Self Employed;Bachelors;Married; Male;34;2480;2463;true;Iphone, Ford
mduffitt1i;Germany;14/01/1978;Unknown;Masters;Married; Male;35,5;2561;2039;true;iPhone, Non
asurgood1j;Romania;25/05/1977;Public;Doctorate;Separated; Female;27;2720;3098;true;Samsung, Others
pmabone1k;Poland;07/08/1963;Unknown;Bachelors;Married; Male;22,5;2245;3456;false;Samsung, Others
vgreated1l;Spain;25/06/1979;Public;Bachelors;Never Married; Female;28,5;2656;2949;false;Samsung, Honda
ajoysey1m;Bulgaria;27/07/1960;Unknown;Bachelors;Divorced; Male;29,5;2005;2543;true;iPhone, Ford
gantonioni1n;Czech Republic;16/04/1982;Private;Bachelors;Married; Female;21;2156;2807;false;iPhone, Others
tjellico1o;Italy;16/08/1997;Private;Bachelors;Married; Male;32,5;1527;1291;true;Samsung, Others
afiorentino1p;Spain;08/02/1984;Public;Doctorate;Married; Female;35;2334;3472;true;Samsung, Others
bmoreland1q;Spain;25/03/1966;Public;High School;Married; Female;34;2330;3334;false;Samsung, Others
bmcnae1r;Spain;07/11/1984;Unknown;Bachelors;Married; Female;20,5;2539;3201;false;iPhone, Audi
iwhate1s;Romania;13/01/1962;Unknown;Bachelors;Separated; Male;31;2041;1726;true;iPhone, Others
zblenkharn1t;Italy;14/11/1963;Self Employed;Masters;Separated; Male;21;2737;2172;true;iPhone, Others
nfaulconbridge1u;Poland;07/03/1973;Private;Bachelors;Separated; Male;15;2941;2972;true;Iphone, Others
cfrancescone1v;Germany;14/07/1973;Unknown;High School;Married; Male;35,5;2113;3262;false;Iphone, Volkswagen
mbrace1w;Austria;11/01/1969;Public;Bachelors;Separated; Male;13;2890;3325;false;Samsung, Others
egligorijevic1x;Italy;04/06/1978;Private;Doctorate;Married; Male;27;2155;2594;true;iPhone, BMW
hhemmingway1y;Italy;21/04/1984;Private;High School;Married; Male;15;2875;2790;true;Samsung, Volkswagen
rvise1z;Germany;19/05/1994;Self Employed;Doctorate;Married; Male;36,5;1241;1367;false;Samsung, BMW
lwithers20;France;08/02/1972;Self Employed;Bachelors;Married; Male;31,5;2379;2512;true;Iphone, Audi
dcolman21;Portugal;16/01/1963;Unknown;Doctorate;Married; Male;29;2925;2874;true;Samsung, Others
cclemow22;Italy;20/04/1974;Private;Doctorate;Divorced; Male;38,5;2011;1979;false;Samsung, Volkswagen
aingold23;Spain;05/04/1997;Private;Masters;Married; Female;26;1576;975;true;Samsung, BMW
hdinapoli24;Sweden;10/12/1980;Public;Bachelors;Separated; Female;29,5;5531;1852;false;Samsung, Volkswagen
gleggin25;France;05/04/1960;Private;Bachelors;Never Married; Male;36;2299;2892;true;Samsung, BMW
creyne26;Germany;04/03/1996;Self Employed;Bachelors;Never Married; Female;35,5;1856;1496;false;Samsung, Volkswagen
gnewark27;Latvia;20/11/1977;Private;Doctorate;Married; Male;30,5;2958;3128;false;Iphone, Seat
rdominguez28;Spain;07/05/1992;Private;Bachelors;Married; Female;19,5;1644;958;true;iPhone, Others
fburgh29;Portugal;05/04/1982;Unknown;High School;Married; Female;27,5;2269;2099;false;Iphone, Seat
pjosipovic2a;Poland;18/01/1965;Private;Doctorate;Never Married; Female;27;2375;3038;false;iPhone, Non
jfarrar2b;Luxembourg;23/01/1971;Private;High School;Married; Female;23;2677;1589;false;iPhone, Others
bcaw2c;Finland;31/03/1979;Self Employed;Masters;Married; Male;27,5;2208;1419;false;Others, Volkswagen
rlaidlow2d;Latvia;01/12/1963;Self Employed;Bachelors;Married; Male;22;2036;2905;true;Samsung, Others
mleisman2e;Poland;31/12/1967;Private;Doctorate;Never Married; Male;31;2332;3445;false;Others, Others
mbecaris2f;Greece;21/10/1999;Private;High School;Never Married; Female;16,5;1262;900;true;iPhone, Others
rpury2g;Spain;17/05/1982;Private;Masters;Separated; Male;17,5;2694;3412;false;Iphone, Others
adene2h;France;13/03/1976;Public;Bachelors;Never Married; Male;22,5;2396;2873;false;Samsung, Honda
bmulvey2i;Belgium;11/01/1970;Self Employed;Doctorate;Married; Male;33;2356;1664;true;Iphone, BMW
rchubb2j;Germany;22/01/1963;Public;Masters;Married; Female;29;2428;2441;false;Samsung, BMW
cdowry2k;France;10/02/1969;Public;Doctorate;Married; Female;29,5;3041;2995;false;iPhone, Others
mfroude2l;Hungary;02/09/1969;Self Employed;Bachelors;Never Married; Female;10,5;2624;3435;false;iPhone, Non
sfullagar2m;Estonia;18/06/1970;Private;Bachelors;Married; Female;40;2964;1773;false;iPhone, Volkswagen
hmathie2n;Belgium;17/03/1969;Unknown;High School;Married; Male;16;2475;2392;false;Samsung, Seat
fmotto2o;Romania;18/03/1962;Public;Doctorate;Married; Male;34,5;2351;2528;false;iPhone, Others
khercules2p;Germany;09/05/1973;Public;Bachelors;Married; Male;29,5;2017;3278;true;iPhone, Audi
pgreedyer2q;Germany;14/10/1968;Public;High School;Married; Female;35,5;2917;1766;true;Others, Non
bdubique2r;Estonia;14/11/1990;Unknown;Bachelors;Married; Male;18,5;2520;2138;true;Samsung, Non
asimms2s;France;04/12/1995;Unknown;High School;Married; Male;27,5;1630;948;false;Iphone, Non
mbisatt2t;Poland;11/12/1992;Private;High School;Married; Female;19;1524;1385;false;Samsung, Non
sknobell2u;Poland;30/11/1988;Unknown;Masters;Divorced; Female;30;2956;2247;false;iPhone, Volkswagen
gwardingly2v;Italy;21/11/1984;Unknown;Bachelors;Never Married; Male;31,5;2318;1739;false;Others, Others
pjuett2w;Belgium;29/01/1964;Private;Masters;Married; Male;29,5;2828;1706;true;iPhone, Seat
sfawlkes2x;Estonia;20/10/1993;Self Employed;Masters;Never Married; Female;32,5;1537;1066;false;iPhone, BMW
sbuttrum2y;Hungary;02/02/1966;Self Employed;Bachelors;Married; Female;37;2580;1540;false;Samsung, BMW
vgeraudy2z;Germany;24/10/1976;Public;Bachelors;Separated; Female;19,5;2114;2837;false;iPhone, Others
scoolbear30;Germany;17/12/1966;Private;Bachelors;Married; Female;36,5;2501;1677;true;Others, Others
slittledike31;Germany;22/08/1977;Self Employed;Masters;Never Married; Female;29,5;2920;1427;false;Samsung, Audi
fhallowell32;France;13/07/1965;Self Employed;Bachelors;Separated; Male;24,5;2999;3254;true;iPhone, Others
ahatherleigh33;Italy;25/05/1971;Private;Doctorate;Divorced; Male;26;2620;1492;false;iPhone, Others
tlinder34;Germany;04/11/1972;Public;High School;Married; Female;35,5;2572;3452;true;Iphone, Honda
bspykins35;Germany;22/04/1969;Self Employed;High School;Married; Male;29,5;2913;2075;true;Iphone, Ford
pamorts36;Germany;11/02/1992;Public;Bachelors;Married; Male;31;1920;955;true;iPhone, Others
lschneidar37;Netherlands;22/05/1973;Self Employed;High School;Divorced; Female;36,5;2770;3258;false;iPhone, Others
gspeek38;Poland;02/09/1962;Public;High School;Separated; Male;31,5;3028;3203;false;Samsung, Others
pcragell39;Latvia;14/06/1989;Unknown;Bachelors;Married; Male;24,5;2971;1835;false;Others, Ford
lkornes3a;Spain;27/09/1972;Unknown;Bachelors;Never Married; Male;28,5;2296;1971;false;Iphone, Others
fgrealy3b;Denmark;22/07/1993;Unknown;Bachelors;Separated; Female;39;1069;1234;false;iPhone, Seat
cnickols3c;Germany;02/12/1997;Self Employed;Bachelors;Divorced; Male;37;1446;1169;true;Others, Ford
imithun3d;France;09/01/1962;Unknown;Doctorate;Married; Female;27,5;2820;3234;false;Others, Others
emurgatroyd3e;Romania;06/01/1973;Private;Bachelors;Never Married; Male;37,5;2143;3165;true;Samsung, Others
bgoodricke3f;Spain;19/05/1998;Self Employed;Doctorate;Married; Male;18;1371;998;false;Others, Non
nrubens3g;Netherlands;21/01/1988;Private;High School;Married; Male;34;3004;2976;false;Samsung, Volkswagen
bcolrein3h;Germany;31/12/1991;Unknown;High School;Married; Female;23;2720;2939;true;Others, BMW
rgrealy3i;Croatia;31/01/1973;Private;Bachelors;Married; Male;34,5;2250;1972;true;iPhone, Audi
vquinnette3j;Spain;27/12/1977;Unknown;Bachelors;Married; Male;11,5;2112;2374;true;iPhone, Others
mshieldon3k;Italy;20/10/1979;Public;Doctorate;Never Married; Male;38,5;3044;3120;false;Iphone, BMW
cdener3l;Spain;10/01/1969;Unknown;Masters;Married; Male;32;2917;2212;false;Iphone, Honda
fsexstone3m;Spain;07/11/1965;Self Employed;Bachelors;Married; Male;19;2892;2079;true;Iphone, Audi
pantony3n;Germany;22/05/1963;Private;High School;Married; Female;17,5;2034;2718;true;Samsung, Others
hlowry3o;Spain;10/02/1969;Private;Bachelors;Divorced; Female;16,5;2848;1626;false;Iphone, BMW
eregan3p;Ireland;31/01/1963;Unknown;Bachelors;Married; Male;17;2565;3225;false;Others, Volkswagen
btangye3q;Poland;13/06/1991;Public;Doctorate;Married; Male;31;2859;2702;false;Samsung, Non
oaasaf3r;Latvia;11/11/1986;Public;Bachelors;Married; Male;36,5;2575;1549;false;iPhone, BMW
jradleigh3s;Belgium;20/03/1968;Public;Bachelors;Married; Male;20;2695;3315;true;iPhone, BMW
cjanatka3t;Spain;01/11/1989;Unknown;Bachelors;Married; Female;39;2149;1675;true;Iphone, Others
hothen3u;Italy;15/03/1966;Private;Doctorate;Married; Male;35;2780;2515;false;Samsung, Ford
htuhy3v;Poland;16/03/1988;Private;Doctorate;Married; Male;24;2853;2057;false;iPhone, Others
wcrichmere3w;Bulgaria;16/08/1985;Unknown;High School;Married; Male;21,5;2215;1784;false;Others, Ford
sheinssen3x;Germany;21/08/1989;Unknown;Bachelors;Divorced; Female;17;2528;3287;false;iPhone, Others
gmcgougan3y;Germany;13/12/1968;Public;Doctorate;Divorced; Male;39;2313;2075;true;Samsung, Others
saleso3z;Greece;20/03/1968;Unknown;High School;Married; Male;27;2858;1606;true;Others, Others
cdilliston40;Poland;07/01/1991;Private;High School;Never Married; Female;32;2374;3182;true;iPhone, Others
awolfit41;Belgium;09/02/1997;Private;Bachelors;Married; Male;36;845;1005;false;Others, Seat
nfryer42;Germany;27/12/1997;Public;High School;Married; Male;29;1537;1666;false;iPhone, Others
dnorthover43;Hungary;31/12/1985;Public;Doctorate;Married; Male;25,5;2408;1956;false;Others, Ford
dhuckfield44;Germany;05/11/1966;Unknown;Masters;Married; Male;8,5;2310;1898;true;Samsung, Others
mjossum45;Poland;01/09/1991;Public;High School;Married; Male;16,5;3040;2453;false;iPhone, Others
lellin46;Spain;21/07/1991;Self Employed;Bachelors;Married; Male;29;2366;2523;true;iPhone, Seat
tcitrine47;Poland;18/06/1971;Private;Masters;Separated; Female;33;2249;1749;true;iPhone, Seat
mciardo48;Italy;29/05/1970;Unknown;Bachelors;Married; Male;31;2765;2690;false;iPhone, Others
sstegell49;Ireland;12/08/1982;Public;Bachelors;Separated; Male;39,5;2773;2965;false;iPhone, Others
siwanczyk4a;Greece;04/01/1960;Private;Masters;Married; Male;19,5;2045;2435;true;Samsung, Volkswagen
hveltmann4b;France;02/03/1981;Public;Bachelors;Never Married; Male;20,5;2472;2871;false;iPhone, Non
cprovost4c;Italy;23/08/1964;Public;Bachelors;Married; Male;34,5;2207;2267;false;Others, Non
tstorrock4d;Netherlands;18/05/1974;Private;Doctorate;Never Married; Male;27;2479;1641;true;iPhone, Ford
cdimock4e;Italy;08/02/1982;Unknown;Bachelors;Married; Female;29,5;2439;1696;true;iPhone, Seat
gmilland4f;Romania;21/06/1969;Private;Masters;Married; Male;20;2350;2006;false;iPhone, Others
vgommowe4g;Germany;01/05/1979;Self Employed;Bachelors;Never Married; Female;24,5;2109;3486;false;iPhone, Others
ldalmon4h;Poland;26/09/1992;Private;Bachelors;Married; Male;16;1602;1620;false;Others, Others
lknivett4i;Belgium;21/10/1966;Self Employed;Doctorate;Married; Male;6;2904;1431;false;Samsung, Others
gcianni4j;Germany;19/07/1993;Unknown;Bachelors;Divorced; Female;17;1371;1002;false;Others, Ford
tcartmill4k;Romania;19/08/1967;Public;Masters;Married; Female;18,5;3014;2456;false;iPhone, Others
ecutchey4l;Italy;27/07/1994;Private;Bachelors;Married; Female;37;1109;985;false;Samsung, Non
ghanselmann4m;Luxembourg;21/02/1984;Private;Bachelors;Separated; Male;18;2924;3057;false;Samsung, Others
raddionizio4n;Spain;04/05/1989;Private;Bachelors;Separated; Male;36;2131;2708;false;Others, Others
billwell4o;Germany;18/04/1998;Public;Bachelors;Married; Female;22;1084;1349;false;Others, Seat
aready4p;Lithuania;10/08/1978;Public;Doctorate;Married; Male;36;2870;1483;false;Samsung, Others
klathy4q;Hungary;28/02/1993;Private;Bachelors;Married; Male;38,5;1330;1281;true;Samsung, BMW
glauret4r;Poland;17/07/1961;Self Employed;Bachelors;Married; Female;28,5;2365;2652;false;Samsung, Others
agurley4s;Poland;03/11/1984;Self Employed;Bachelors;Married; Female;36,5;2950;2540;true;iPhone, Others
smiller4t;Belgium;12/01/1995;Unknown;Bachelors;Separated; Male;18;1271;1138;true;Samsung, BMW
kgearty4u;Lithuania;28/10/1977;Self Employed;High School;Married; Female;16,5;2974;2777;true;iPhone, Ford
equixley4v;Austria;08/02/1975;Self Employed;Bachelors;Separated; Male;24;2575;1922;false;Samsung, Others
ijzhakov4w;Bulgaria;21/04/1991;Unknown;Bachelors;Divorced; Male;11,5;2542;3434;true;Iphone, Others
mfrarey4x;Spain;22/08/1986;Private;Bachelors;Married; Male;37,5;2033;2903;false;iPhone, Non
anawton4y;Germany;12/05/1996;Self Employed;High School;Never Married; Female;28,5;977;911;false;iPhone, Ford
hdmytryk4z;Estonia;31/10/1969;Self Employed;Doctorate;Married; Male;20,5;2447;1519;false;Samsung, Honda
acockshott50;France;06/12/1997;Private;High School;Married; Male;18,5;1876;1699;false;Iphone, Volkswagen
hbilbie51;Spain;29/12/1984;Self Employed;High School;Married; Female;39;2537;2455;false;Iphone, Others
hwestfrimley52;Germany;02/02/1963;Private;High School;Married; Female;19,5;2235;2265;true;Others, Non
rbugby53;France;24/07/1995;Private;Bachelors;Married; Female;19;1570;1052;false;Samsung, Non
ccrielly54;Estonia;30/10/1983;Public;Doctorate;Married; Male;20,5;2384;2672;false;iPhone, Audi
tnestor55;Luxembourg;25/06/1973;Public;Bachelors;Never Married; Female;32;2670;2941;false;Iphone, Non
ssisselot56;Belgium;17/05/1962;Private;Bachelors;Married; Female;22;2398;3152;true;Others, Non
rprebble57;Germany;22/03/1971;Private;Bachelors;Never Married; Male;26;2874;2755;false;Others, Audi
mmilburn58;Germany;01/01/1981;Public;Doctorate;Divorced; Female;17,5;2771;2600;true;iPhone, BMW
btamburo59;France;21/11/1993;Private;Masters;Married; Male;23;1900;1301;true;Samsung, Others
kweine5a;Spain;16/09/1997;Self Employed;High School;Divorced; Female;22,5;857;1541;false;iPhone, Others
wbrooksbie5b;Italy;23/03/1978;Private;Doctorate;Divorced; Female;20,5;2773;1796;true;Samsung, Others
hdomange5c;Spain;28/09/1976;Unknown;Masters;Married; Male;19,5;2473;2407;false;Samsung, Others
sbarrable5d;Sweden;10/11/1990;Unknown;Bachelors;Married; Male;29;4208;3273;false;Samsung, Others
wbaroux5e;Hungary;30/06/1996;Private;Bachelors;Married; Male;30;1709;997;false;iPhone, Others
dmcindrew5f;Spain;29/05/1960;Self Employed;Masters;Divorced; Male;30;3057;2883;false;iPhone, Others
dhubbert5g;Italy;24/04/1967;Unknown;Bachelors;Married; Female;17;2826;1909;false;Samsung, Non
ctuhy5h;Sweden;28/01/1979;Unknown;High School;Never Married; Female;21,5;4447;2954;false;iPhone, Ford
bloosmore5i;Spain;10/03/1999;Self Employed;Bachelors;Married; Male;15;1085;1654;true;Others, Others
rcloke5j;Germany;26/11/1998;Public;Bachelors;Married; Female;38;1940;1239;true;Samsung, Non
ofrotton5k;Italy;28/06/1973;Unknown;Doctorate;Divorced; Female;20;2455;2980;true;iPhone, BMW
rfawdrey5l;Italy;17/12/1961;Unknown;Doctorate;Married; Male;16,5;2507;2507;false;Iphone, Audi
dkearle5m;Czech Republic;02/01/1999;Private;Masters;Married; Male;37,5;901;1191;false;Others, Non
npaladini5n;Slovakia;11/06/1988;Unknown;Masters;Married; Male;27,5;2863;2608;true;Iphone, Others
ghandasyde5o;Germany;18/12/1990;Private;Bachelors;Never Married; Male;9;2227;3041;false;Samsung, Others
wmorgans5p;Germany;10/01/1987;Public;Masters;Married; Male;7,5;2075;3295;true;iPhone, Ford
echilver5q;Romania;27/07/1997;Unknown;Bachelors;Married; Male;17;1647;1037;false;iPhone, Seat
apickaver5r;Lithuania;16/04/1981;Public;High School;Separated; Male;26,5;2614;3113;false;Samsung, Others
scasewell5s;Spain;25/07/1962;Private;Bachelors;Married; Male;38,5;2611;2146;true;iPhone, Others
ohiggoe5t;Sweden;15/07/1980;Unknown;High School;Never Married; Female;34,5;4747;1944;false;Iphone, Others
