username;country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;income;mortgage;others
nflintiff2z;Spain;09/07/1990;Self Employed;Masters;Married; Male;37,5;6832;1305;true;iPhone, Non
atolhurst30;Germany;04/03/1982;Public;Doctorate;Married; Male;26;8776;1513;true;Iphone, Non
ddeverille31;Spain;4/29/1983;Self Employed;Masters;Married; Male;31,5;3908;1706;false;Iphone, Audi
cmcquillin32;Portugal;9/18/1988;Private;Bachelors;Married; Male;20,5;6069;1707;false;iPhone, Others
mleys33;Germany;11/11/1978;Private;Bachelors;Separated; Male;21;20574;4689;false;Others, Audi
nattenbarrow34;Italy;1/25/1972;Public;Masters;Married; Male;38;91994;2183;true;Samsung, Audi
dfrantz35;Spain;7/15/1990;Public;Bachelors;Never Married; Female;35,5;9007;728;true;iPhone, Honda
ocotty36;Italy;5/13/1987;Public;Bachelors;Married; Male;27;36217;6132;true;Others, Others
jhaney37;Italy;05/10/1974;Private;Bachelors;Married; Male;10,5;6518;432;false;Iphone, Ford
ncolbourne38;Germany;02/11/1980;Public;Bachelors;Married; Male;35,5;35830;6164;true;iPhone, Honda
spinhorn39;Portugal;7/26/1987;Public;Masters;Married; Male;17,5;6108;1878;false;Samsung, Others
relion3a;Italy;07/07/1981;Self Employed;Bachelors;Married; Male;29,5;9840;1955;false;Samsung, Volkswagen
mkellough3b;Italy;08/01/1971;Self Employed;Bachelors;Married; Female;27,5;22261;2149;true;Samsung, Honda
nphelipeaux3c;Italy;11/21/1973;Self Employed;Bachelors;Married; Male;19;3550;759;false;iPhone, Seat
dscotson3d;Germany;04/10/1988;Unknown;Bachelors;Married; Male;24;3693;7000;false;Samsung, Non
rtaberner3e;Italy;10/29/1975;Private;Bachelors;Never Married; Male;33;3045;832;false;Samsung, Honda
opickavant3f;Portugal;4/20/1989;Private;Bachelors;Married; Female;29;67736;6234;false;iPhone, Others
jvakhrushin3g;Portugal;07/08/1976;Self Employed;High School;Married; Female;26,5;6595;1543;false;iPhone, Others
mglisenan3h;Portugal;9/21/1979;Self Employed;Bachelors;Divorced; Male;23,5;5778;1199;false;iPhone, Others
zeland3i;France;08/02/1970;Public;Bachelors;Separated; Female;25,5;5638;1971;false;Samsung, Audi
mprangnell3j;France;03/04/1974;Public;High School;Married; Female;37;8541;1911;false;Samsung, Others
gskowcraft3k;Spain;3/23/1990;Private;High School;Married; Female;25;4658;1644;false;iPhone, Ford
gnormanell3l;France;02/07/1975;Private;Bachelors;Married; Male;21;4311;1376;true;iPhone, BMW
smalling3m;Spain;4/24/1990;Public;Bachelors;Married; Male;25;60072;5554;true;Others, Seat
npuvia3n;Germany;10/12/1986;Public;Bachelors;Married; Female;21,5;52036;5225;true;iPhone, Others
asketchley3o;Spain;3/19/1985;Private;Doctorate;Divorced; Female;19;6845;600;false;Samsung, BMW
smolloy3p;Portugal;10/29/1978;Self Employed;Bachelors;Separated; Female;35,5;9789;1590;false;Iphone, Audi
kmickleborough3q;France;10/13/1973;Private;Bachelors;Married; Male;30,5;4848;1905;true;Samsung, Non
lsallter3r;Germany;9/13/1970;Private;Bachelors;Married; Male;32,5;8548;9000;true;iPhone, Others
mbutte3s;Germany;10/07/1976;Unknown;Bachelors;Married; Male;24;10444;8005;false;Samsung, Volkswagen
lcolebeck3t;Germany;8/14/1978;Private;Bachelors;Married; Female;29;7860;1225;false;iPhone, Volkswagen
bbarbera3u;Spain;5/30/1987;Self Employed;Doctorate;Divorced; Male;10,5;4049;447;false;Samsung, Audi
idovinson3v;Spain;09/12/1979;Self Employed;Masters;Never Married; Male;18,5;9186;1864;true;iPhone, Others
ghinkensen3w;Germany;09/10/1981;Public;Doctorate;Never Married; Male;15,5;5704;5000;false;Iphone, Others
dbovingdon3x;France;01/10/1988;Public;Masters;Married; Male;32,5;13436;1566;false;Samsung, Non
fdigger3y;France;4/23/1985;Private;Bachelors;Divorced; Female;21;23958;4672;true;Others, Ford
wclifforth3z;Portugal;2/22/1990;Public;High School;Married; Female;38;8950;889;false;Samsung, Others
jleyrroyd40;Italy;05/01/1989;Private;Bachelors;Married; Male;24,5;84373;4358;false;Samsung, Non
mgerrill41;Portugal;10/03/1982;Self Employed;Bachelors;Married; Female;28;5198;1619;false;iPhone, Non
nduce42;Spain;3/18/1976;Public;Bachelors;Never Married; Male;26;6599;977;false;iPhone, Others
fdevas43;Germany;06/10/1972;Private;Bachelors;Never Married; Male;19;9228;599;false;iPhone, Non
bcoultous44;France;7/18/1979;Self Employed;Bachelors;Married; Male;39;5993;1637;true;Others, Non
ctharme45;Portugal;5/19/1970;Private;Bachelors;Married; Male;29;3203;1237;false;iPhone, Others
orunnacles46;Spain;6/19/1985;Unknown;Bachelors;Separated; Male;28,5;70164;6919;false;Samsung, Seat
kcescotti47;Spain;04/03/1971;Unknown;Masters;Never Married; Female;28,5;7125;1058;false;Others, Volkswagen
dbadrock48;Spain;11/01/1976;Private;Masters;Separated; Female;12,5;4116;479;false;Samsung, Volkswagen
rknapton49;Germany;3/13/1984;Private;High School;Separated; Female;24;7969;1552;false;iPhone, Audi
fdorbon4a;Spain;2/13/1976;Unknown;High School;Married; Male;25;30949;5416;false;Iphone, Non
lmarques4b;France;12/13/1988;Unknown;High School;Never Married; Female;25;13742;630;false;Samsung, BMW
vblaskett4c;Portugal;6/28/1981;Unknown;High School;Separated; Female;24;5867;1035;false;Samsung, Others
ahudghton4d;Germany;06/04/1970;Unknown;Bachelors;Married; Female;37;8839;1716;true;iPhone, Seat
dparres4e;Spain;10/27/1972;Private;Bachelors;Married; Male;27;7772;1163;true;Iphone, BMW
memslie4f;Germany;06/05/1978;Unknown;Doctorate;Never Married; Male;30;7189;1535;false;iPhone, Others
mburet4g;France;09/12/1980;Public;Bachelors;Married; Female;39;3556;1816;true;iPhone, BMW
cjeppensen4h;Portugal;9/25/1980;Public;Bachelors;Married; Female;18;5093;714;true;Others, BMW
cmatejic4i;Germany;9/25/1974;Unknown;Bachelors;Divorced; Male;22;6780;9000;true;Others, Others
qverdun4j;France;05/07/1988;Unknown;Doctorate;Never Married; Male;29,5;4389;1040;false;Samsung, Seat
ghorick4k;Spain;3/14/1983;Unknown;Bachelors;Divorced; Male;20;9650;1014;false;Samsung, Others
lbromont4l;France;09/08/1977;Unknown;Bachelors;Never Married; Male;24;42397;4548;false;Samsung, Honda
growlatt4m;France;06/05/1983;Public;Bachelors;Never Married; Male;33;4336;1835;true;iPhone, Non
senocksson4n;France;7/26/1983;Private;Bachelors;Married; Male;34,5;92902;3792;false;Samsung, Others
gbengochea4o;Spain;06/03/1990;Public;Bachelors;Married; Male;13,5;6974;405;true;Samsung, Honda
ddanielczyk4p;France;9/24/1972;Unknown;Bachelors;Divorced; Male;17;28667;6205;false;iPhone, Others
hmeltetal4q;Germany;3/25/1975;Private;High School;Divorced; Male;27;5809;1434;true;Others, Honda
gdonnison4r;Italy;3/29/1983;Unknown;Bachelors;Married; Male;26;6800;1834;false;iPhone, Others
nchurm4s;Italy;10/31/1980;Public;Bachelors;Married; Female;39,5;29857;6357;false;Others, Volkswagen
sblundell4t;Germany;7/27/1971;Private;High School;Married; Male;23;5567;646;true;Samsung, Non
bcaberas4u;Germany;8/26/1975;Public;High School;Married; Male;13,5;7935;430;true;iPhone, Others
kmantram4v;Spain;10/02/1990;Public;Bachelors;Separated; Male;30,5;7973;907;false;iPhone, Seat
dkilgour4w;Portugal;10/29/1971;Self Employed;Bachelors;Separated; Male;40;54334;3784;false;Iphone, Non
sbarabisch4x;Spain;2/28/1990;Unknown;High School;Married; Female;18;7550;663;false;Samsung, Ford
hstutt4y;Italy;05/12/1985;Private;Doctorate;Divorced; Female;32;5648;1306;true;iPhone, Others
tgrubey4z;Spain;10/31/1985;Unknown;Doctorate;Married; Female;20;9712;1674;false;Samsung, Others
mbenoi50;Italy;11/23/1979;Private;Bachelors;Never Married; Female;32,5;4701;874;true;iPhone, Honda
amuglestone51;Italy;12/23/1978;Public;High School;Married; Male;18;32320;4424;false;Iphone, Honda
edarlaston52;Germany;09/10/1988;Public;Bachelors;Married; Male;30,5;3066;633;false;iPhone, Audi
afauning53;Spain;03/04/1989;Private;Doctorate;Married; Male;32;43822;2368;false;Others, Audi
dseary54;Spain;09/02/1982;Public;Bachelors;Never Married; Female;39,5;3831;661;false;Iphone, Seat
rbroadbear55;France;04/08/1974;Public;Bachelors;Married; Male;36;82532;2025;false;iPhone, Audi
hdugan56;Italy;7/18/1988;Self Employed;Bachelors;Married; Male;32,5;7489;789;false;Samsung, Others
drowlings57;Italy;06/07/1973;Private;Bachelors;Married; Female;18;8300;1037;true;Samsung, Non
eeddleston58;Germany;01/10/1984;Self Employed;Bachelors;Married; Male;29;15662;1243;false;iPhone, Honda
edakhov59;Germany;10/01/1974;Public;Doctorate;Married; Female;17;3142;1340;false;Samsung, Seat
nstinton5a;Portugal;01/08/1986;Unknown;Bachelors;Married; Male;37,5;6522;1867;true;iPhone, Others
sblainey5b;Germany;11/15/1987;Self Employed;High School;Married; Female;28;7577;759;false;Samsung, Audi
nsaker5c;Germany;2/25/1979;Self Employed;Bachelors;Married; Male;36;95170;5470;true;iPhone, Others
abomb5d;Spain;10/18/1976;Public;Masters;Divorced; Female;23,5;9491;736;true;Iphone, Seat
pmegroff5e;Spain;10/17/1977;Public;Bachelors;Married; Male;19;6867;1800;false;Others, Audi
iconachie5f;Spain;12/18/1988;Public;Bachelors;Married; Female;35;63250;3248;true;iPhone, Others
cminchindon5g;Spain;8/15/1973;Unknown;Bachelors;Separated; Male;33;9341;1710;true;iPhone, Others
lronci5h;Germany;3/22/1984;Unknown;Bachelors;Married; Male;34;9854;1724;false;Samsung, Others
gdugget5i;Germany;1/22/1971;Private;Bachelors;Married; Male;37;6911;1684;false;Samsung, Others
aroseblade5j;Portugal;02/09/1986;Self Employed;Bachelors;Married; Female;32,5;3419;547;false;Others, Audi
jcottham5k;Portugal;4/29/1990;Public;Bachelors;Married; Male;16,5;3625;460;true;Samsung, Others
gbevans5l;Portugal;01/05/1976;Private;Bachelors;Married; Male;17,5;5167;1701;true;iPhone, Others
jberrey5m;Spain;05/10/1987;Private;Bachelors;Married; Male;36,5;7049;1503;true;Samsung, Ford
mgoldsmith5n;Germany;8/13/1985;Private;Bachelors;Separated; Male;25;39072;5578;false;Others, Others
kaizikov5o;Portugal;12/17/1975;Public;Masters;Married; Male;29,5;6074;1933;false;Samsung, Volkswagen
uroycroft5p;Portugal;1/30/1983;Private;High School;Married; Male;27;20132;4662;true;Others, Seat
astrover5q;Italy;7/15/1974;Private;High School;Married; Male;26,5;22715;6466;false;Samsung, Non
gdoncom5r;France;9/24/1990;Public;High School;Married; Female;26,5;6358;684;false;Samsung, Seat
tcleynman5s;Spain;10/12/1987;Self Employed;Masters;Married; Female;24;6356;1483;true;iPhone, BMW
luwins5t;Portugal;07/07/1987;Private;Bachelors;Married; Female;11;8127;497;false;iPhone, Audi
eclarabut5u;Germany;03/12/1983;Unknown;Bachelors;Married; Female;30;4330;1900;true;Others, Others
jmckinlay5v;Italy;9/15/1982;Public;High School;Married; Male;17;4122;477;false;Samsung, Honda
cwiddicombe5w;Germany;10/14/1980;Public;Bachelors;Separated; Male;37,5;5736;838;false;iPhone, Ford
packred5x;Portugal;12/18/1986;Public;Bachelors;Married; Female;39;80108;6475;false;iPhone, Non
wkidds5y;Italy;04/06/1970;Self Employed;Doctorate;Separated; Female;27,5;7795;1325;true;iPhone, Audi
dcanning5z;Germany;5/28/1973;Private;Bachelors;Married; Male;31,5;4581;8000;false;Others, Others
eeagger60;Germany;3/25/1970;Self Employed;Doctorate;Married; Male;29;16830;1462;true;Samsung, Ford
adignall61;Portugal;11/17/1983;Unknown;Masters;Separated; Female;32;9047;1879;true;iPhone, Audi
mdraysey62;Spain;03/06/1975;Private;Bachelors;Married; Male;19;3387;1832;false;Samsung, Non
clittlejohn63;Spain;02/06/1981;Self Employed;Bachelors;Married; Female;34;21195;3238;true;Samsung, Non
epopescu64;France;03/08/1980;Unknown;Bachelors;Never Married; Male;35;6590;715;false;Samsung, Others
csibery65;Spain;1/23/1989;Private;High School;Divorced; Male;32,5;14999;1878;false;iPhone, Seat
wmuckleston66;Spain;07/05/1988;Unknown;Bachelors;Married; Male;24,5;9039;1246;true;Samsung, Non
afaichnie67;Germany;3/18/1972;Self Employed;Bachelors;Never Married; Female;26;6717;1340;false;Iphone, Non
cchristie68;Italy;11/11/1978;Private;High School;Married; Male;32,5;7886;1774;true;Others, Seat
aweatherby69;France;2/24/1979;Self Employed;High School;Married; Male;34;7418;1698;false;Others, Others
sbarrable6a;Germany;7/19/1975;Unknown;Doctorate;Never Married; Male;28;3961;956;true;Others, Honda
ifeatherstonhaugh6b;Germany;12/14/1985;Public;Masters;Married; Female;16,5;6498;1565;true;iPhone, Others
efidele6c;France;9/13/1973;Unknown;Doctorate;Married; Female;40;8072;1195;false;Samsung, Honda
minsall6d;Portugal;8/25/1989;Self Employed;Bachelors;Divorced; Male;6,5;9550;362;false;Samsung, Others
gmckillop6e;Germany;7/17/1971;Unknown;High School;Divorced; Male;17,5;17156;1800;false;iPhone, BMW
akeech6f;France;10/31/1984;Private;Bachelors;Divorced; Male;10;4482;337;true;iPhone, Honda
ushallcrass6g;Italy;8/24/1985;Private;Bachelors;Married; Male;6;9298;415;false;iPhone, Others
tpitson6h;Germany;12/23/1986;Self Employed;Bachelors;Divorced; Male;27,5;21509;2680;true;Samsung, Others
rrisborough6i;Spain;2/26/1983;Unknown;Bachelors;Divorced; Female;39,5;6983;1925;true;Samsung, Audi
khellis6j;Spain;12/29/1982;Private;Bachelors;Married; Female;22,5;8919;584;true;Others, BMW
tsarfass6k;France;07/03/1986;Private;High School;Married; Male;33;45153;3830;false;Iphone, Others
lfendley6l;Portugal;7/13/1983;Private;Masters;Married; Female;17;9575;686;true;Samsung, Honda
mtwallin6m;France;5/26/1976;Private;Bachelors;Never Married; Male;30;25412;4867;false;Iphone, Others
athacker6n;Italy;1/15/1976;Public;Masters;Married; Female;10,5;3645;398;false;iPhone, Honda
ddye6o;France;1/29/1985;Self Employed;Bachelors;Never Married; Female;40;15284;792;false;Others, Honda
jpenniell6p;Germany;11/25/1986;Unknown;High School;Never Married; Female;20,5;63010;2394;false;Others, BMW
jbrennen6q;Spain;09/06/1970;Private;Masters;Never Married; Male;6,5;7890;365;true;iPhone, Others
erehn6r;Germany;3/16/1989;Self Employed;Bachelors;Married; Female;33;27968;6717;false;iPhone, Others
rcochrane6s;Germany;05/06/1984;Public;Bachelors;Divorced; Male;17,5;9335;1106;false;Others, Others
ftrudgion6t;Spain;7/19/1981;Unknown;Doctorate;Divorced; Male;16,5;9622;1846;false;Others, Others
fheadrick6u;Portugal;9/30/1976;Private;Bachelors;Married; Female;33;8849;938;false;Others, Seat
mdonet6v;Italy;11/13/1980;Private;High School;Never Married; Male;34;21876;5798;false;Samsung, Audi
wgwinnell6w;Germany;11/05/1974;Unknown;Bachelors;Married; Male;24;6032;1316;true;iPhone, BMW
mconstable6x;Italy;2/19/1990;Private;Bachelors;Married; Male;26;8395;1951;false;Samsung, Volkswagen
dmcgenn6y;Germany;3/13/1971;Private;High School;Separated; Male;29;7573;1284;false;Others, Non
ckohnemann6z;Spain;09/12/1990;Private;Doctorate;Married; Female;38;4578;831;false;Samsung, Volkswagen
solyet70;Germany;1/22/1985;Private;Bachelors;Married; Female;36,5;17248;956;true;iPhone, Volkswagen
ckingsman71;Spain;07/02/1973;Public;Doctorate;Married; Male;37,5;5403;811;false;iPhone, Others
ainglesant72;Spain;04/07/1983;Private;Bachelors;Married; Male;26,5;7665;1394;true;iPhone, Seat
rpeach73;Italy;08/12/1979;Unknown;Masters;Married; Female;21,5;30275;5926;true;Samsung, Non
wgoodlatt74;Portugal;03/12/1979;Public;Masters;Married; Female;9,5;5233;463;true;iPhone, Ford
wcape75;Portugal;1/27/1980;Self Employed;High School;Married; Male;16,5;4067;1056;true;iPhone, Others
reglinton76;Germany;2/23/1986;Private;Bachelors;Married; Male;17,5;26040;2760;false;Samsung, Others
gstealfox77;France;6/21/1985;Private;Bachelors;Never Married; Male;32;34138;2131;false;iPhone, Others
kmerfin78;Germany;8/24/1987;Self Employed;Masters;Married; Female;18,5;9284;1281;true;Iphone, Honda
estrelitz79;Italy;2/23/1981;Self Employed;Bachelors;Married; Male;10,5;17341;363;false;iPhone, Others
lsweet7a;Spain;4/15/1974;Unknown;Bachelors;Separated; Female;24,5;6661;1438;false;Others, Honda
rdanovich7b;France;08/02/1983;Public;Bachelors;Never Married; Female;17;4136;1078;false;iPhone, Others
pwhitten7c;Germany;7/20/1984;Unknown;Doctorate;Married; Male;20;3992;1304;true;Samsung, Ford
lseamarke7d;Portugal;5/16/1974;Self Employed;High School;Divorced; Female;36;21487;3095;false;Others, Non
lteare7e;Italy;12/15/1979;Public;Doctorate;Married; Male;17,5;5728;1137;true;Samsung, Honda
lbartali7f;France;9/26/1977;Public;Bachelors;Never Married; Male;24,5;9828;1891;false;Samsung, Others
gsegar7g;Germany;6/13/1974;Unknown;Doctorate;Married; Female;28;9417;1965;true;Samsung, Others
hcorness7h;Portugal;03/10/1989;Self Employed;Bachelors;Divorced; Male;25;3068;1789;false;iPhone, Others
areubbens7i;France;04/09/1974;Self Employed;Doctorate;Married; Male;26;3846;933;false;iPhone, Others
ltomaszynski7j;Spain;11/17/1973;Private;High School;Married; Male;38;5351;1376;true;iPhone, Others
casgodby7k;France;07/01/1984;Self Employed;Bachelors;Married; Female;25;32354;4068;false;iPhone, Honda
fmarmion7l;Germany;10/03/1982;Public;Bachelors;Married; Male;23;5697;1477;true;iPhone, Others
gmurch7m;Portugal;06/09/1973;Public;High School;Married; Male;32;5266;578;false;Others, Ford
lfockes7n;Spain;5/30/1976;Unknown;High School;Married; Male;14;9062;500;true;Iphone, Non
meveriss7o;Spain;6/30/1982;Private;High School;Separated; Male;23,5;86579;6174;false;Samsung, Non
chawe7p;France;6/24/1972;Self Employed;Bachelors;Married; Male;32;5219;1577;false;Iphone, Others
ndunlop7q;France;5/14/1985;Unknown;Bachelors;Never Married; Male;18,5;6357;1779;true;iPhone, Others
rcleife7r;Spain;12/14/1979;Public;Doctorate;Married; Female;23,5;4900;1543;true;iPhone, Others
wclement7s;Portugal;3/29/1973;Self Employed;Doctorate;Married; Male;37,5;5295;1128;false;Samsung, Others
freckus7t;France;04/07/1987;Self Employed;Masters;Divorced; Male;28,5;19051;1720;false;Samsung, Ford
lpersitt7u;Spain;1/14/1977;Private;High School;Divorced; Male;18;4030;1168;true;iPhone, BMW
cgreenhead7v;France;7/23/1971;Unknown;Bachelors;Married; Male;35;8189;1875;true;Others, Seat
cferrer7w;Portugal;12/07/1972;Private;High School;Divorced; Male;26,5;8030;1700;false;iPhone, BMW
tlorriman7x;Portugal;05/11/1989;Public;Doctorate;Separated; Female;16,5;29035;5609;false;Samsung, Honda
mstuck7y;Portugal;11/15/1972;Self Employed;Bachelors;Never Married; Male;19;4938;1013;false;iPhone, Others
dhurkett7z;France;06/02/1982;Self Employed;High School;Separated; Female;40;9962;1169;false;Iphone, Ford
sdurn80;France;2/15/1976;Unknown;Bachelors;Married; Male;16,5;6761;1027;false;Samsung, Others
kdwelly81;Germany;11/03/1970;Private;High School;Divorced; Male;19,5;7004;1963;false;Others, Others
bmaxsted82;France;8/16/1987;Public;Bachelors;Married; Male;18,5;6720;1295;false;iPhone, Others
sblinerman83;France;2/24/1974;Self Employed;High School;Never Married; Female;19,5;5066;1905;false;Samsung, Volkswagen
cbutters84;Germany;2/27/1973;Private;High School;Never Married; Female;31;6448;7888;true;Samsung, Non
pmccord85;Germany;05/12/1985;Self Employed;Bachelors;Married; Male;27;4496;583;false;Samsung, Seat
ahuxton86;Spain;04/10/1987;Unknown;Masters;Married; Male;32,5;3315;505;false;Iphone, Others
dkillingsworth87;Spain;4/25/1987;Public;Bachelors;Married; Male;17,5;9319;1193;false;iPhone, Others
tstart88;Spain;07/03/1987;Self Employed;Masters;Married; Male;21,5;6887;1043;true;iPhone, Others
cadamolli89;France;6/25/1975;Public;Bachelors;Married; Male;34;4967;951;false;iPhone, Others
rgatenby8a;Portugal;02/01/1972;Self Employed;Doctorate;Married; Female;38,5;26436;3889;false;Samsung, Audi
dhandrahan8b;France;08/05/1986;Private;Bachelors;Married; Male;30;15811;1051;false;iPhone, Audi
rmcgurgan8c;France;1/13/1989;Self Employed;Bachelors;Married; Male;23,5;7450;1755;true;iPhone, Seat
